Taxa Selic - Dados diários;Filtros aplicados: Data inicial: 17/09/2010 / Data final: 17/09/2019.;;;;;;;;;
Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Média;Mediana;Moda;Desvio padrão;Índice de curtose;
17/07/2014;10,9;1,00041063;415.619.481.476,61;1427;10,9;10,89;10,9;0,033;161,841;
16/07/2014;10,9;1,00041063;411.929.338.324,66;1299;10,9;10,89;10,9;0,025;449,202;
15/07/2014;10,9;1,00041063;444.125.367.921,82;1255;10,9;10,89;10,9;0,027;366,861;
14/07/2014;10,9;1,00041063;425.254.752.342,74;1193;10,9;10,89;10,9;0,029;430,078;
11/07/2014;10,9;1,00041063;429.572.828.263,11;1192;10,9;10,89;10,9;0,022;478,023;
10/07/2014;10,9;1,00041063;434.446.682.015,43;1198;10,9;10,89;10,9;0,022;429,112;
09/07/2014;10,9;1,00041063;403.672.255.487,08;1283;10,9;10,89;10,9;0,015;566,63;
08/07/2014;10,9;1,00041063;321.880.723.781,03;889;10,9;10,89;10,9;0,02;454,554;
07/07/2014;10,9;1,00041063;383.147.125.818,4;1123;10,9;10,89;10,9;0,029;456,262;
04/07/2014;10,9;1,00041063;374.553.365.137,47;1037;10,9;10,89;10,9;0,046;943,638;
03/07/2014;10,9;1,00041063;389.464.108.485,75;1041;10,9;10,89;10,9;0,033;1.207,608;
02/07/2014;10,9;1,00041063;379.161.632.014,15;1226;10,9;10,89;10,9;0,026;657,338;
01/07/2014;10,9;1,00041063;342.784.852.997,35;1287;10,9;10,89;10,9;0,052;688,304;
30/06/2014;10,9;1,00041063;242.881.039.393,47;1120;10,9;10,89;10,9;0,033;325,035;
27/06/2014;10,9;1,00041063;243.912.738.573,71;1276;10,9;10,89;10,9;0,035;299,529;
26/06/2014;10,9;1,00041063;248.684.171.704,82;1237;10,9;10,89;10,9;0,032;325,592;
25/06/2014;10,9;1,00041063;276.755.228.620,44;1273;10,9;10,89;10,9;0,03;373,263;
24/06/2014;10,9;1,00041063;244.142.129.805,47;1253;10,9;10,89;10,9;0,03;335,394;
23/06/2014;10,9;1,00041063;266.127.370.182,2;1185;10,9;10,89;10,9;0,025;334,002;
20/06/2014;10,9;1,00041063;321.652.872.004,43;1119;10,9;10,89;10,9;0,031;381,491;
18/06/2014;10,9;1,00041063;337.504.486.285,11;1272;10,9;10,89;10,9;0,029;431,205;
17/06/2014;10,9;1,00041063;312.951.286.137,87;1232;10,9;10,89;10,9;0,036;315,431;
16/06/2014;10,9;1,00041063;328.460.419.561,19;1279;10,9;10,89;10,9;0,029;426,077;
13/06/2014;10,9;1,00041063;330.271.046.443,76;0;10,9;10,89;10,9;0,036;345,844;
12/06/2014;10,9;1,00041063;301.499.699.754,94;0;10,9;10,89;10,9;0,025;589,045;
11/06/2014;10,9;1,00041063;304.589.994.856,53;0;10,9;10,89;10,9;0,029;577,185;
10/06/2014;10,9;1,00041063;299.870.669.945,4;0;10,9;10,89;10,9;0,026;523,199;
09/06/2014;10,9;1,00041063;327.159.289.670,73;0;10,9;10,89;10,9;0,039;1.139,449;
06/06/2014;10,9;1,00041063;310.792.166.967,83;0;10,9;10,89;10,9;0,101;15.372,154;
05/06/2014;10,9;1,00041063;327.238.385.446,11;0;10,9;10,89;10,9;0,026;968,469;
04/06/2014;10,9;1,00041063;331.665.235.389,91;0;10,9;10,89;10,9;0,025;758,928;
03/06/2014;10,9;1,00041063;352.279.440.523,58;0;10,9;10,89;10,9;0,051;649,476;
02/06/2014;10,9;1,00041063;342.105.312.952,28;0;10,9;10,89;10,9;0,041;226,314;
30/05/2014;10,9;1,00041063;301.912.953.542,3;0;10,9;10,89;10,9;0,032;384,139;
29/05/2014;10,9;1,00041063;325.203.898.854,67;0;10,9;10,89;10,9;0,029;415,747;
28/05/2014;10,9;1,00041063;206.482.441.734,03;0;10,9;10,89;10,9;0,056;47,863;
27/05/2014;10,9;1,00041063;207.690.252.133,37;0;10,9;10,89;10,9;0,033;248,09;
26/05/2014;10,9;1,00041063;201.917.460.813,8;0;10,9;10,89;10,9;0,033;274,712;
23/05/2014;10,9;1,00041063;224.363.415.983,42;0;10,9;10,89;10,9;0,065;130,632;
22/05/2014;10,9;1,00041063;238.402.474.775,1;0;10,9;10,89;10,9;0,028;303,817;
21/05/2014;10,9;1,00041063;236.273.265.813,37;0;10,9;10,89;10,9;0,029;264,207;
20/05/2014;10,9;1,00041063;270.694.633.510,59;0;10,9;10,89;10,9;0,026;359,402;
19/05/2014;10,9;1,00041063;271.162.147.481,41;0;10,9;10,89;10,9;0,027;336,778;
16/05/2014;10,9;1,00041063;283.965.395.335,42;0;10,9;10,89;10,9;0,026;379,43;
15/05/2014;10,9;1,00041063;294.755.909.682,28;0;10,9;10,89;10,9;0,024;412,179;
14/05/2014;10,9;1,00041063;270.933.938.420,39;0;10,9;10,89;10,9;0,026;325,412;
13/05/2014;10,9;1,00041063;250.701.795.682,93;0;10,9;10,89;10,9;0,038;223,179;
12/05/2014;10,9;1,00041063;275.211.464.631,44;0;10,9;10,89;10,9;0,028;352,149;
09/05/2014;10,9;1,00041063;282.385.424.539,29;0;10,9;10,89;10,9;0,027;326,285;
08/05/2014;10,9;1,00041063;303.779.370.838,58;0;10,9;10,89;10,9;0,027;315,562;
07/05/2014;10,9;1,00041063;274.860.836.635,56;0;10,9;10,89;10,9;0,027;326,534;
06/05/2014;10,9;1,00041063;274.715.732.545,24;0;10,9;10,89;10,9;0,026;311,729;
05/05/2014;10,9;1,00041063;276.295.337.059,08;0;10,9;10,89;10,9;0,029;338,196;
02/05/2014;10,9;1,00041063;266.004.322.181,56;0;10,9;10,89;10,9;0,034;292,494;
30/04/2014;10,9;1,00041063;275.078.155.652,03;0;10,89;10,89;10,9;0,066;99,415;
29/04/2014;10,9;1,00041063;246.427.962.312,11;0;10,9;10,89;10,9;0,032;314,272;
28/04/2014;10,9;1,00041063;276.579.869.905,58;0;10,9;10,89;10,9;0,029;380,32;
25/04/2014;10,9;1,00041063;295.552.421.396,61;0;10,9;10,89;10,9;0,031;383,081;
24/04/2014;10,9;1,00041063;317.141.631.403,33;0;10,9;10,89;10,9;0,027;428,609;
23/04/2014;10,9;1,00041063;304.388.460.291,24;0;10,9;10,89;10,9;0,026;409,9;
22/04/2014;10,9;1,00041063;291.617.354.249,29;0;10,9;10,89;10,9;0,026;371,861;
17/04/2014;10,9;1,00041063;351.574.314.593,82;0;10,9;10,89;10,9;0,024;348,644;
16/04/2014;10,9;1,00041063;347.837.737.195,49;0;10,9;10,89;10,9;0,023;374,341;
15/04/2014;10,9;1,00041063;330.970.119.597,1;0;10,9;10,89;10,9;0,024;522,512;
14/04/2014;10,9;1,00041063;344.535.384.827,29;0;10,9;10,89;10,9;0,032;400,813;
11/04/2014;10,9;1,00041063;373.790.587.456,81;0;10,9;10,89;10,9;0,025;470,7;
10/04/2014;10,9;1,00041063;392.380.623.086,44;0;10,9;10,89;10,9;0,025;436,749;
09/04/2014;10,9;1,00041063;389.050.854.491,5;0;10,9;10,89;10,9;0,024;480,748;
08/04/2014;10,9;1,00041063;375.659.831.639,84;0;10,9;10,89;10,9;0,075;326,519;
07/04/2014;10,9;1,00041063;375.859.544.314,24;0;10,9;10,89;10,9;0,024;400,272;
04/04/2014;10,9;1,00041063;370.955.519.109,96;0;10,9;10,89;10,9;0,023;459,157;
03/04/2014;10,9;1,00041063;340.537.569.516,12;0;10,89;10,89;10,9;0,056;180,244;
02/04/2014;10,65;1,00040168;354.464.602.123,82;0;10,65;10,64;10,65;0,029;377,455;
01/04/2014;10,65;1,00040168;344.943.513.878,84;0;10,65;10,64;10,65;0,043;557,56;
31/03/2014;10,65;1,00040168;236.149.884.254,09;0;10,65;10,64;10,65;0,029;243,675;
28/03/2014;10,65;1,00040168;260.204.514.042,43;0;10,65;10,64;10,65;0,03;328,958;
27/03/2014;10,65;1,00040168;268.594.059.152,69;0;10,65;10,64;10,65;0,026;336,89;
26/03/2014;10,65;1,00040168;257.122.201.944,44;0;10,65;10,64;10,65;0,025;379,827;
25/03/2014;10,65;1,00040168;268.867.181.165,82;0;10,65;10,64;10,65;0,028;328,56;
24/03/2014;10,65;1,00040168;275.418.064.748,41;0;10,65;10,64;10,65;0,028;353,289;
21/03/2014;10,65;1,00040168;289.229.416.597,58;0;10,65;10,64;10,65;0,026;416,482;
20/03/2014;10,65;1,00040168;344.280.254.333,11;0;10,65;10,64;10,65;0,028;479,258;
19/03/2014;10,65;1,00040168;333.820.923.348,71;0;10,65;10,64;10,65;0,025;425,271;
18/03/2014;10,65;1,00040168;290.909.010.931,07;0;10,65;10,64;10,65;0,032;329,274;
17/03/2014;10,65;1,00040168;318.292.301.002,95;0;10,65;10,64;10,65;0,028;232,955;
14/03/2014;10,65;1,00040168;321.644.216.991,22;0;10,65;10,64;10,65;0,029;499,156;
13/03/2014;10,65;1,00040168;380.181.849.796,6;0;10,65;10,64;10,65;0,023;382,803;
12/03/2014;10,65;1,00040168;372.730.709.694,33;0;10,65;10,64;10,65;0,025;343,26;
11/03/2014;10,65;1,00040168;364.911.484.209,65;0;10,64;10,64;10,65;0,081;223,143;
10/03/2014;10,65;1,00040168;382.204.892.823,93;0;10,65;10,64;10,65;0,034;277,029;
07/03/2014;10,65;1,00040168;336.434.015.208,17;0;10,65;10,64;10,65;0,031;361,131;
06/03/2014;10,65;1,00040168;251.839.174.836,66;0;10,65;10,64;10,65;0,03;217,703;
05/03/2014;10,65;1,00040168;235.542.266.148,01;0;10,65;10,64;10,65;0,031;235,469;
28/02/2014;10,65;1,00040168;220.216.407.378,42;0;10,65;10,64;10,65;0,038;275,026;
27/02/2014;10,65;1,00040168;246.125.225.515,89;0;10,65;10,64;10,65;0,034;810,747;
26/02/2014;10,4;1,00039270;205.869.746.786,92;0;10,39;10,39;10,4;0,043;412,139;
25/02/2014;10,4;1,00039270;275.802.153.236,05;0;10,4;10,39;10,4;0,026;285,649;
24/02/2014;10,4;1,00039270;297.326.629.120,51;0;10,4;10,39;10,4;0,028;359,012;
21/02/2014;10,4;1,00039270;311.523.932.676,07;0;10,4;10,39;10,4;0,025;313,946;
20/02/2014;10,4;1,00039270;326.947.103.320,46;0;10,4;10,39;10,4;0,024;348,919;
19/02/2014;10,4;1,00039270;326.692.192.873,22;0;10,4;10,39;10,4;0,026;314,601;
18/02/2014;10,4;1,00039270;298.575.856.244,1;0;10,4;10,39;10,4;0,031;224,967;
17/02/2014;10,4;1,00039270;327.526.031.872,55;0;10,4;10,39;10,4;0,024;294,045;
14/02/2014;10,4;1,00039270;309.639.271.110,56;0;10,4;10,39;10,4;0,025;306,972;
13/02/2014;10,4;1,00039270;345.216.968.479,1;0;10,4;10,39;10,4;0,023;543,64;
12/02/2014;10,4;1,00039270;339.468.587.605,45;0;10,4;10,39;10,4;0,026;409,506;
11/02/2014;10,4;1,00039270;325.413.662.143,96;0;10,4;10,39;10,4;0,026;378,117;
10/02/2014;10,4;1,00039270;321.622.130.690,92;0;10,4;10,39;10,4;0,025;379,985;
07/02/2014;10,4;1,00039270;310.070.164.243,59;0;10,4;10,39;10,4;0,027;421,279;
06/02/2014;10,4;1,00039270;291.308.690.827,74;0;10,4;10,39;10,4;0,027;347,15;
05/02/2014;10,4;1,00039270;294.404.154.288,55;0;10,4;10,39;10,4;0,028;367,299;
04/02/2014;10,4;1,00039270;256.103.457.395,78;0;10,39;10,39;10,4;0,061;398,102;
03/02/2014;10,4;1,00039270;271.516.931.293,96;0;10,4;10,39;10,4;0,028;347,534;
31/01/2014;10,4;1,00039270;319.072.783.595,06;0;10,4;10,39;10,4;0,054;188,696;
30/01/2014;10,4;1,00039270;323.134.397.470,9;0;10,4;10,39;10,4;0,026;343,049;
29/01/2014;10,4;1,00039270;324.624.313.667,28;0;10,4;10,39;10,4;0,026;360,648;
28/01/2014;10,4;1,00039270;309.571.819.277,6;0;10,4;10,39;10,4;0,033;216,302;
27/01/2014;10,4;1,00039270;297.390.044.598,71;0;10,4;10,39;10,4;0,03;265,751;
24/01/2014;10,4;1,00039270;322.477.779.303,04;0;10,4;10,39;10,4;0,027;310,551;
23/01/2014;10,4;1,00039270;328.648.663.533,77;0;10,4;10,39;10,4;0,028;329,182;
22/01/2014;10,4;1,00039270;317.982.021.152,4;0;10,4;10,39;10,4;0,027;353,615;
21/01/2014;10,4;1,00039270;317.070.761.366,39;0;10,4;10,39;10,4;0,067;209,821;
20/01/2014;10,4;1,00039270;342.270.134.150,24;0;10,4;10,39;10,4;0,027;497,538;
17/01/2014;10,4;1,00039270;350.412.065.194,66;0;10,4;10,39;10,4;0,042;271,27;
16/01/2014;10,4;1,00039270;375.926.382.965,03;0;10,4;10,39;10,4;0,05;598,31;
15/01/2014;9,9;1,00037468;479.068.447.778,81;0;9,9;9,89;9,9;0,025;524,839;
14/01/2014;9,9;1,00037468;500.159.201.250,92;0;9,9;9,89;9,9;0,023;450,129;
13/01/2014;9,9;1,00037468;497.679.970.730,56;0;9,9;9,89;9,9;0,027;396,545;
10/01/2014;9,9;1,00037468;531.296.120.266,57;0;9,9;9,89;9,9;0,026;348,031;
09/01/2014;9,9;1,00037468;497.765.365.003,46;0;9,9;9,89;9,9;0,023;574,119;
08/01/2014;9,9;1,00037468;505.389.349.939,86;0;9,9;9,89;9,9;0,026;1.076,43;
07/01/2014;9,9;1,00037468;463.812.313.133,23;0;9,9;9,89;9,9;0,027;437,549;
06/01/2014;9,9;1,00037468;474.368.197.788,66;0;9,9;9,89;9,9;0,056;174,442;
03/01/2014;9,9;1,00037468;488.418.131.926,91;0;9,9;9,89;9,9;0,028;342,213;
02/01/2014;9,9;1,00037468;479.070.465.584,13;0;9,9;9,89;9,9;0,051;199,844;
31/12/2013;9,9;1,00037468;146.919.197.401,36;0;9,9;9,9;9,9;0,013;1.045,407;
30/12/2013;9,9;1,00037468;169.404.006.525,11;0;9,9;9,9;9,9;0,045;264,207;
27/12/2013;9,9;1,00037468;271.665.834.656,83;0;9,89;9,89;9,9;0,055;132,262;
26/12/2013;9,9;1,00037468;270.451.086.174,99;0;9,9;9,89;9,9;0,038;115,245;
24/12/2013;9,9;1,00037468;204.492.183.378,69;0;9,9;9,9;9,9;0,042;573,695;
23/12/2013;9,9;1,00037468;252.748.980.419,54;0;9,9;9,9;9,9;0,021;481,721;
20/12/2013;9,9;1,00037468;347.414.378.894,06;0;9,9;9,89;9,9;0,033;357,099;
19/12/2013;9,9;1,00037468;332.164.203.754,6;0;9,9;9,89;9,9;0,025;319,255;
18/12/2013;9,9;1,00037468;326.568.474.106,71;0;9,9;9,89;9,9;0,025;308,104;
17/12/2013;9,9;1,00037468;314.813.936.946,27;0;9,9;9,89;9,9;0,024;423,156;
16/12/2013;9,9;1,00037468;329.809.638.890,1;0;9,9;9,89;9,9;0,025;322,01;
13/12/2013;9,9;1,00037468;333.082.197.834,54;0;9,9;9,89;9,9;0,024;322,399;
12/12/2013;9,9;1,00037468;344.590.742.414,17;0;9,9;9,89;9,9;0,024;323,577;
11/12/2013;9,9;1,00037468;329.664.740.005,81;0;9,9;9,89;9,9;0,028;376,645;
10/12/2013;9,9;1,00037468;337.080.487.243,66;0;9,9;9,89;9,9;0,023;383,079;
09/12/2013;9,9;1,00037468;348.529.966.727,94;0;9,9;9,89;9,9;0,041;129,747;
06/12/2013;9,89;1,00037431;343.577.002.463,8;0;9,87;9,89;9,9;0,112;17,051;
05/12/2013;9,9;1,00037468;343.450.951.749,93;0;9,9;9,89;9,9;0,026;304,034;
04/12/2013;9,9;1,00037468;336.697.924.360,41;0;9,9;9,89;9,9;0,027;327,34;
03/12/2013;9,9;1,00037468;333.687.633.705,76;0;9,9;9,89;9,9;0,041;553,507;
02/12/2013;9,9;1,00037468;322.990.669.197,57;0;9,9;9,89;9,9;0,032;660,281;
29/11/2013;9,9;1,00037468;324.356.368.364,61;0;9,9;9,89;9,9;0,041;635,992;
28/11/2013;9,9;1,00037468;332.966.392.107,62;1668;9,89;9,89;9,9;0,08;84,9;
27/11/2013;9,4;1,00035657;256.214.149.859,07;1482;9,4;9,39;9,4;0,04;213,32;
26/11/2013;9,4;1,00035657;309.957.776.051,87;1349;9,4;9,39;9,4;0,04;909,73;
25/11/2013;9,4;1,00035657;354.565.759.557,2;1353;9,4;9,39;9,4;0,04;1.934,72;
22/11/2013;9,4;1,00035657;347.691.006.302,89;1307;9,4;9,39;9,4;0,03;414,32;
21/11/2013;9,4;1,00035657;362.221.016.224,85;1355;9,4;9,39;9,4;0,04;1.179,92;
20/11/2013;9,4;1,00035657;334.455.641.383,36;937;9,4;9,39;9,4;0,02;409;
19/11/2013;9,4;1,00035657;320.299.087.815,8;961;9,4;9,39;9,4;0,05;1.729,42;
18/11/2013;9,4;1,00035657;381.044.544.968,65;1384;9,4;9,39;9,4;0,02;434,74;
14/11/2013;9,4;1,00035657;361.135.266.680,41;1303;9,4;9,39;9,4;0,06;5.897,15;
13/11/2013;9,4;1,00035657;357.394.807.553,66;1320;9,4;9,39;9,4;0,07;5.781,94;
12/11/2013;9,4;1,00035657;342.622.582.694,95;1349;9,4;9,39;9,4;0,03;311,35;
11/11/2013;9,4;1,00035657;354.705.834.795,66;1488;9,4;9,39;9,4;0,03;332,25;
08/11/2013;9,4;1,00035657;356.268.557.307,19;1362;9,4;9,39;9,4;0,13;7.151,82;
07/11/2013;9,4;1,00035657;348.954.728.081,27;1329;9,4;9,39;9,4;0,03;2.255,93;
06/11/2013;9,4;1,00035657;334.261.693.572,57;1391;9,4;9,39;9,4;0,03;563,5;
05/11/2013;9,4;1,00035657;312.334.864.302,26;1450;9,4;9,39;9,4;0,03;368,56;
04/11/2013;9,4;1,00035657;325.200.566.386,14;1369;9,4;9,39;9,4;0,03;1.573,58;
01/11/2013;9,4;1,00035657;304.062.297.262,6;1464;9,4;9,39;9,4;0,03;364,09;
31/10/2013;9,4;1,00035657;307.825.332.913,7;1407;9,4;9,39;9,4;0,03;393,22;
30/10/2013;9,4;1,00035657;305.277.407.174,24;1443;9,4;9,39;9,4;0,03;352,93;
29/10/2013;9,4;1,00035657;292.472.235.149,35;1477;9,4;9,39;9,4;0,04;752,74;
28/10/2013;9,4;1,00035657;299.816.596.725,43;1391;9,4;9,39;9,4;0,03;427,24;
25/10/2013;9,4;1,00035657;293.346.180.075;1478;9,4;9,39;9,4;0,03;420,52;
24/10/2013;9,4;1,00035657;305.308.880.211,01;1418;9,4;9,39;9,4;0,03;404,11;
23/10/2013;9,4;1,00035657;304.512.706.453,29;1430;9,4;9,39;9,4;0,03;496,51;
22/10/2013;9,4;1,00035657;305.149.880.489,22;1456;9,4;9,39;9,4;0,03;484,82;
21/10/2013;9,4;1,00035657;327.964.250.686,13;1354;9,4;9,39;9,4;0,03;485,28;
18/10/2013;9,4;1,00035657;344.919.709.583,43;1341;9,4;9,39;9,4;0,02;571,67;
17/10/2013;9,4;1,00035657;349.953.120.204,15;1296;9,4;9,39;9,4;0,02;559,27;
16/10/2013;9,4;1,00035657;342.687.462.809,9;1626;9,4;9,39;9,4;0,02;508,51;
15/10/2013;9,4;1,00035657;361.420.334.934,7;1506;9,4;9,39;9,4;0,04;2.327,72;
14/10/2013;9,4;1,00035657;355.092.458.225,07;1449;9,4;9,39;9,4;0,03;452,06;
11/10/2013;9,4;1,00035657;351.190.091.897,31;1394;9,4;9,39;9,4;0,03;1.046,63;
10/10/2013;9,4;1,00035657;358.279.990.483,93;1600;9,39;9,39;9,4;0,07;55,74;
09/10/2013;8,9;1,00033839;310.346.012.537,4;1490;8,9;8,89;8,9;0,03;289,66;
08/10/2013;8,9;1,00033839;320.678.106.651,69;1501;8,9;8,89;8,9;0,03;283,47;
07/10/2013;8,9;1,00033839;332.291.468.434,83;1365;8,9;8,89;8,9;0,02;392,22;
04/10/2013;8,9;1,00033839;331.202.788.537,8;1325;8,9;8,89;8,9;0,03;241,62;
03/10/2013;8,9;1,00033839;350.155.696.317,43;1339;8,9;8,89;8,9;0,03;257,36;
02/10/2013;8,9;1,00033839;341.276.078.964,98;1352;8,9;8,89;8,9;0,04;2.220,03;
01/10/2013;8,9;1,00033839;325.631.406.869,99;1424;8,9;8,89;8,9;0,03;228,04;
30/09/2013;8,9;1,00033839;310.573.415.070,67;1499;8,9;8,89;8,9;0,03;192,38;
27/09/2013;8,9;1,00033839;324.335.728.613,84;1447;8,9;8,89;8,9;0,03;230,18;
26/09/2013;8,9;1,00033839;310.301.636.509,74;1461;8,9;8,89;8,9;0,03;246,91;
25/09/2013;8,9;1,00033839;336.205.014.436,7;1492;8,9;8,89;8,9;0,03;226,16;
24/09/2013;8,9;1,00033839;332.776.699.600,38;1506;8,9;8,89;8,9;0,03;210,67;
23/09/2013;8,9;1,00033839;355.285.224.049,65;1499;8,9;8,89;8,9;0,03;211,77;
20/09/2013;8,9;1,00033839;379.809.756.515,99;1455;8,9;8,89;8,9;0,03;336,16;
19/09/2013;8,9;1,00033839;395.071.317.688;1372;8,9;8,89;8,9;0,03;253,85;
18/09/2013;8,9;1,00033839;393.571.574.774,15;1426;8,9;8,89;8,9;0,03;269,57;
17/09/2013;8,9;1,00033839;387.697.747.916,77;1456;8,9;8,89;8,9;0,03;242,52;
16/09/2013;8,9;1,00033839;409.128.465.000,82;1452;8,9;8,89;8,9;0,03;319,86;
13/09/2013;8,9;1,00033839;419.808.500.860,17;1348;8,9;8,89;8,9;0,03;287,7;
12/09/2013;8,9;1,00033839;430.177.571.244,99;1362;8,9;8,89;8,9;0,03;260,16;
11/09/2013;8,9;1,00033839;431.581.372.231,15;1405;8,9;8,89;8,9;0,03;231,88;
10/09/2013;8,9;1,00033839;424.795.752.091,69;1437;8,9;8,89;8,9;0,03;231,58;
09/09/2013;8,9;1,00033839;434.828.528.969,76;1368;8,9;8,89;8,9;0,03;279,39;
06/09/2013;8,9;1,00033839;317.986.185.861,03;1434;8,9;8,89;8,9;0,03;225,73;
05/09/2013;8,9;1,00033839;328.695.873.381,41;1471;8,9;8,89;8,9;0,03;180,58;
04/09/2013;8,9;1,00033839;324.346.918.472,54;1452;8,9;8,89;8,9;0,03;251,5;
03/09/2013;8,9;1,00033839;321.067.405.758,84;1469;8,9;8,89;8,9;0,05;309,96;
02/09/2013;8,9;1,00033839;313.845.472.810,49;1481;8,9;8,89;8,9;0,04;205,32;
30/08/2013;8,9;1,00033839;269.526.327.107,28;1547;8,89;8,89;8,9;0,05;175,3;
29/08/2013;8,9;1,00033839;286.413.462.130,21;1493;8,89;8,89;8,9;0,06;226,88;
28/08/2013;8,4;1,00032012;300.126.459.331,01;1453;8,4;8,39;8,4;0,03;218,28;
27/08/2013;8,4;1,00032012;311.058.342.174,14;1465;8,4;8,39;8,4;0,03;241,77;
26/08/2013;8,4;1,00032012;323.349.977.246,29;1428;8,4;8,39;8,4;0,03;250,57;
23/08/2013;8,4;1,00032012;340.472.695.111,92;1450;8,4;8,39;8,4;0,03;258,48;
22/08/2013;8,4;1,00032012;342.114.419.313,63;1453;8,4;8,39;8,4;0,03;283,14;
21/08/2013;8,4;1,00032012;346.048.782.278,69;1444;8,4;8,39;8,4;0,03;650,98;
20/08/2013;8,4;1,00032012;365.806.153.599,62;1454;8,4;8,4;8,4;0,03;273,47;
19/08/2013;8,4;1,00032012;386.789.774.081,01;1447;8,4;8,4;8,4;0,03;305,4;
16/08/2013;8,4;1,00032012;396.196.818.173,4;1419;8,4;8,39;8,4;0,03;310,62;
15/08/2013;8,4;1,00032012;416.411.008.353,21;1470;8,4;8,39;8,4;0,03;242,12;
14/08/2013;8,4;1,00032012;401.044.100.093,26;1449;8,4;8,39;8,4;0,03;311,96;
13/08/2013;8,4;1,00032012;382.309.510.200,91;1344;8,4;8,39;8,4;0,03;264,57;
12/08/2013;8,4;1,00032012;391.604.224.492,15;1364;8,4;8,39;8,4;0,03;1.936,61;
09/08/2013;8,4;1,00032012;366.650.546.567,51;1320;8,4;8,39;8,4;0,03;399,51;
08/08/2013;8,4;1,00032012;378.367.206.751,53;1341;8,4;8,39;8,4;0,03;365,4;
07/08/2013;8,4;1,00032012;368.598.990.595,55;1374;8,4;8,39;8,4;0,03;336,7;
06/08/2013;8,4;1,00032012;336.955.259.296,03;1342;8,4;8,39;8,4;0,04;676,43;
05/08/2013;8,4;1,00032012;366.252.344.764,76;1349;8,4;8,39;8,4;0,04;302,53;
02/08/2013;8,4;1,00032012;369.245.101.491,01;1371;8,4;8,39;8,4;0,03;357,54;
01/08/2013;8,4;1,00032012;369.027.746.792,54;1409;8,4;8,39;8,4;0,03;343,45;
31/07/2013;8,4;1,00032012;358.706.531.292,96;1366;8,4;8,4;8,4;0,03;327,43;
30/07/2013;8,4;1,00032012;357.752.444.218,47;1448;8,4;8,4;8,4;0,03;358,48;
29/07/2013;8,4;1,00032012;352.680.186.977,03;1372;8,4;8,39;8,4;0,03;346,98;
26/07/2013;8,4;1,00032012;333.284.825.389,98;1367;8,4;8,39;8,4;0,03;321,04;
25/07/2013;8,4;1,00032012;355.807.314.245,31;1356;8,4;8,39;8,4;0,03;350,26;
24/07/2013;8,4;1,00032012;348.568.112.035,85;1353;8,4;8,39;8,4;0,03;339,89;
23/07/2013;8,4;1,00032012;340.872.221.139,86;1381;8,4;8,39;8,4;0,05;219,2;
22/07/2013;8,4;1,00032012;343.164.317.583,67;1376;8,4;8,39;8,4;0,03;320,14;
19/07/2013;8,4;1,00032012;324.124.012.698,76;1371;8,4;8,39;8,4;0,03;478,88;
18/07/2013;8,4;1,00032012;346.480.312.581,5;1594;8,39;8,39;8,4;0,07;55,91;
17/07/2013;8,4;1,00032012;339.698.111.929,39;1367;8,4;8,39;8,4;0,03;377,84;
16/07/2013;8,4;1,00032012;352.068.333.961,44;1566;8,39;8,39;8,4;0,07;57,17;
15/07/2013;8,4;1,00032012;347.203.750.837,79;1408;8,4;8,39;8,4;0,03;353,77;
12/07/2013;8,4;1,00032012;338.775.663.856,15;1323;8,4;8,39;8,4;0,06;17.456,82;
11/07/2013;8,4;1,00032012;341.309.605.118,97;1428;8,39;8,39;8,4;0,07;127,23;
10/07/2013;7,9;1,00030177;592.722.117.187,93;1296;7,9;7,9;7,9;0,03;541,47;
09/07/2013;7,9;1,00030177;570.831.850.709,08;976;7,9;7,9;7,9;0,02;2.057,17;
08/07/2013;7,9;1,00030177;596.743.295.566,26;995;7,9;7,9;7,9;0,02;745,97;
05/07/2013;7,9;1,00030177;611.357.071.963,22;1283;7,9;7,89;7,9;0,03;478,2;
04/07/2013;7,9;1,00030177;617.906.946.274,51;1225;7,9;7,89;7,9;0,02;522,92;
03/07/2013;7,9;1,00030177;625.024.243.802,86;1293;7,9;7,89;7,9;0,02;501,81;
02/07/2013;7,9;1,00030177;630.627.993.267,35;1273;7,9;7,9;7,9;0,02;521,17;
01/07/2013;7,9;1,00030177;615.623.338.058,84;1364;7,9;7,9;7,9;0,03;388,85;
28/06/2013;7,9;1,00030177;498.134.554.781,81;1337;7,9;7,9;7,9;0,02;531,93;
27/06/2013;7,9;1,00030177;521.302.381.834,53;1259;7,9;7,89;7,9;0,02;600,55;
26/06/2013;7,9;1,00030177;502.466.216.798,35;1207;7,9;7,89;7,9;0,02;475;
25/06/2013;7,9;1,00030177;491.062.245.521,59;1220;7,9;7,89;7,9;0,03;380,26;
24/06/2013;7,9;1,00030177;497.339.470.146,9;1227;7,9;7,89;7,9;0,03;311,47;
21/06/2013;7,9;1,00030177;483.034.267.999,95;1246;7,9;7,89;7,9;0,03;411,49;
20/06/2013;7,9;1,00030177;515.957.487.134,53;1305;7,9;7,89;7,9;0,02;488,75;
19/06/2013;7,9;1,00030177;508.401.238.125,99;1250;7,9;7,89;7,9;0,02;463,75;
18/06/2013;7,9;1,00030177;515.921.804.934,97;1254;7,9;7,89;7,9;0,03;475,2;
